word,original,pos,accent,note,source
うら,裏・浦,名,HL,,近畿日本語アクセント辞典
うり,売り,動名詞,HH,,近畿日本語アクセント辞典
うる,売る,"Verb, 1-verb, Transitive verb",HH,,Wikibooks
うるおい,潤ひ,五段,HHHH,,近畿日本語アクセント辞典
うるおう,潤ふ,五段,HHHH,,近畿日本語アクセント辞典
うれしい,嬉しい,形,HHLL,,近畿日本語アクセント辞典
うろこ,鱗,名,LHL,,近畿日本語アクセント辞典
うわぎ,上着,Noun,LHL,,Wikibooks
うわぐつ,上靴,名,HHHH,,近畿日本語アクセント辞典
うわさ,噂,名,HHH,古くはHLL。,近畿日本語アクセント辞典
うんてんしゅ,運転手,Noun,HHHLL,,Wikibooks
うんてんする,運転する,"Irregular verb, Noun",HHHH HH,,Wikibooks
うんどうかい,運動会,Noun,HHHLLL,,Wikibooks
え,柄,名,H(HH),,近畿日本語アクセント辞典
えい,鰩など,名,HL,,近畿日本語アクセント辞典
えいが,映画,Noun,HLL,,Wikibooks
えいがかん,映画館,Noun,HHHLL,,Wikibooks
えいご,英語,Noun,HHH,,Wikibooks
ええし,良い衆,名(俗),LLH,,近畿日本語アクセント辞典
えがお,笑顔,名,HLL,,近畿日本語アクセント辞典
えき,駅,Noun,HL,,Wikibooks
えきいん,駅員,Noun,HHHH,,Wikibooks
えきたい,液体,Noun,HHHH,,Wikibooks
えさ,餌,名,HL,,近畿日本語アクセント辞典
えぞ,蝦夷,地名,HH,古い京都方言ではHL,近畿日本語アクセント辞典
えだ,枝,名,HH,,近畿日本語アクセント辞典
えてコウ,えて公,名(俗),LHLL/HHLL,HHLLは強勢形。,近畿日本語アクセント辞典
えひめ,愛媛,地名,HLL,,近畿日本語アクセント辞典
えび,海老,名,HH,,近畿日本語アクセント辞典
えびす,戎,神名,HHH,,近畿日本語アクセント辞典
えべっさん,戎さん,神名,HHHHH,,近畿日本語アクセント辞典
えむ,笑む,五段,HH,,近畿日本語アクセント辞典
えら-,偉-,接頭語(俗),LH,,近畿日本語アクセント辞典
えらい,偉い,名,HLL,,近畿日本語アクセント辞典
えらく,偉く,副,HLL,派生形(えろう)も同様。,近畿日本語アクセント辞典
えらぶ,選ぶ,"Verb, 1-verb, Transitive verb",HHH,,Wikibooks
えり,襟,名,HL,,近畿日本語アクセント辞典
える,得る,下一段,HH,,近畿日本語アクセント辞典
えん,円,"Noun, currency unit",HL,,Wikibooks
えんぴつ,鉛筆,Noun,HHHH,,Wikibooks
えんりょする,遠慮する,"Irregular verb, Noun",HHH HH,,Wikibooks
お,男,名,H(HH),,近畿日本語アクセント辞典
おあげ,御揚げ,名,LLH,,近畿日本語アクセント辞典
おい,甥,名,HH,,近畿日本語アクセント辞典
おいい,多い,形,HHL,,近畿日本語アクセント辞典
おいしい,美味しい,形,LLHL,,近畿日本語アクセント辞典
おいしげる,生ひ茂る,五段,HHHHH,,近畿日本語アクセント辞典
おいそがしい,御忙しい,形,LLLHLL,,近畿日本語アクセント辞典
おいも,御芋,名,LLH,,近畿日本語アクセント辞典
おいわい,御祝い,名,LLLH,,近畿日本語アクセント辞典
おう,追ふ・負ふ,五段,HH,,近畿日本語アクセント辞典
おうかがい,御伺ひ,名スル,LLLLH,,近畿日本語アクセント辞典
おうぎ,扇,名,HHH,山型化あり。,近畿日本語アクセント辞典
おうご,朸,名,HLL,派生形(おうこ)も同様。,近畿日本語アクセント辞典
おうみ,近江,地名,HLL,,近畿日本語アクセント辞典
おえる,終へる,下一段,HHH,,近畿日本語アクセント辞典
おおい,多い,形,HLL,,近畿日本語アクセント辞典
おおえばし,大江橋,地名,LLLHL,若い世代ではLLHLLとも,近畿日本語アクセント辞典
おおきい,大きい,形,HHLL,HLLLも許容,近畿日本語アクセント辞典
おおきな,大きな,連体,HLLL/LLHL,強調形はHLLL,近畿日本語アクセント辞典
おおきに,大きに,副,LLHL,,近畿日本語アクセント辞典
おおさか,大阪,地名,HHHH,,近畿日本語アクセント辞典
おおさかやき,大阪焼き,名,HHHHHH,,近畿日本語アクセント辞典
おおさかダイガク,大阪大学,学校名,HHHHHLLL,,近畿日本語アクセント辞典
おおさかワン,大阪湾,地名,HHHHLL,,近畿日本語アクセント辞典
おおしい,雄々しい,形,HHLL,,近畿日本語アクセント辞典
おおぜい,大勢,Noun,"LLHL, HHHL",,Wikibooks
おおニュウドウ,大入道,名,LLLLLH,若い世代ではHHHLLL,近畿日本語アクセント辞典
おか,岡,名,HH,,近畿日本語アクセント辞典
おかあさん,お母さん,Noun,LHLLL,,Wikibooks
おかげ,御陰,名,LLH,,近畿日本語アクセント辞典
おかし,お菓子,Noun,LHL,,Wikibooks
おかず,御数,名,LLH,,近畿日本語アクセント辞典
おかね,お金,Noun,LLH,,Wikibooks
おかやま,岡山,地名,LHLL,岡山方言ではLHHH。,近畿日本語アクセント辞典
おかん,御母,名(俗),LHL,,近畿日本語アクセント辞典
おき,沖,名,HH,,近畿日本語アクセント辞典
おきる,起きる,上一段,LLH,,近畿日本語アクセント辞典
おぎ,荻,名,HL,,近畿日本語アクセント辞典
おく,置く,五段,HH,,近畿日本語アクセント辞典
おくさん,奥さん,Noun,HLLL,,Wikibooks
おくる,送る,五段,HHH,,近畿日本語アクセント辞典
おくれる,遅れる,"Verb, 2-verb, Intransitive verb",HHHH,,Wikibooks
おけ,桶,名,LH↘,,近畿日本語アクセント辞典
おけら,螻蛄,名,LLH,,近畿日本語アクセント辞典
おこし,お越し,名,LLH,,近畿日本語アクセント辞典
おこしやす,お越しやす,挨拶,LLLHL,,近畿日本語アクセント辞典
おこす,起こす,五段,HHH,,近畿日本語アクセント辞典
おこぜ,虎魚,名,LHL,,近畿日本語アクセント辞典
おこなう,行ふ,五段,HHHH,,近畿日本語アクセント辞典
おこのみやき,御好み焼き,名,LLLLLH,,近畿日本語アクセント辞典
おこめ,御米,名,LLH,,近畿日本語アクセント辞典
おこる,怒る,"Verb, 1-verb, Intransitive verb",HHH,,Wikibooks
おさ,筬,名,LH,,近畿日本語アクセント辞典
おさけ,御酒,名,LLH,,近畿日本語アクセント辞典
おさまる,収まる,五段,HHHH,,近畿日本語アクセント辞典
おさむし,歩行虫,名,LHLL,,近畿日本語アクセント辞典
おさめる,治める,下一段,HHHH,,近畿日本語アクセント辞典
おさら,お皿,Noun,LLH,,Wikibooks
おし,唖,名,HH,,近畿日本語アクセント辞典
おしい,惜しい,形,HLL,,近畿日本語アクセント辞典
おしえる,教へる,下一段,HHHH,派生形(おせえる)も同様。,近畿日本語アクセント辞典
おしどり,鴛鴦,名,LHLL,,近畿日本語アクセント辞典
おしらせ,御知らせ,名スル,LLLH,,近畿日本語アクセント辞典
おしり,お尻,Noun,LHL,,Wikibooks
おじ,伯父・叔父,名,HH,,近畿日本語アクセント辞典
おじさん,伯父さん,Noun,HHHH,,Wikibooks
おす,押す,五段,HH,,近畿日本語アクセント辞典
おすすめ,御奨め,名,LLLH,,近畿日本語アクセント辞典
おせわ,お世話,Noun,LHL,,Wikibooks
おそらく,恐らく,副,HHLL,,近畿日本語アクセント辞典
おそれる,恐れる,下一段,HHHH,,近畿日本語アクセント辞典
おそろしい,恐ろしい,形,HHHLL,派生形(おとろしい)も同様。,近畿日本語アクセント辞典
おそわる,教はる,五段,HHHH,,近畿日本語アクセント辞典
おたずね,御尋ね,名スル,LLLH,,近畿日本語アクセント辞典
おたやん,,名,LHLL,,近畿日本語アクセント辞典
おち,落ち,名,HL,,近畿日本語アクセント辞典
おちいる,陥る,五段,LLLH,,近畿日本語アクセント辞典
おちこむ,落ち込む,"Verb, 1-verb, Intransitive verb",LLLH,,Wikibooks
おちゃ,お茶,Noun,LH,,Wikibooks
おちる,落ちる,上一段,LLH,,近畿日本語アクセント辞典
おっさん,,名(俗),HHHH,,近畿日本語アクセント辞典
おっしゃる,仰る,五段,HHHH,,近畿日本語アクセント辞典
おっと,夫・良人,名,HHH,,近畿日本語アクセント辞典
おつげ,御告げ,名,LLH,,近畿日本語アクセント辞典
おつり,御釣り,名,LLH,,近畿日本語アクセント辞典
おてすき,御手隙,名,LLLH,,近畿日本語アクセント辞典
おてら,御寺,名,LLH,,近畿日本語アクセント辞典
おと,音,名,HL,,近畿日本語アクセント辞典
おとうさん,お父さん,Noun,LHLLL,,Wikibooks
おとうと,弟,名,HHHH,,近畿日本語アクセント辞典
おとこ,男,名,HLL,古くはHHL,近畿日本語アクセント辞典
おとこのこ,男の子,"Noun, Expression",HHHLL,,Wikibooks
おとす,落とす,五段,HHH,,近畿日本語アクセント辞典
おとつい,一昨日,名,HHLL,派生形(おととい)も同様,近畿日本語アクセント辞典
おととい,一昨日,Noun,"HHHL, HHLL",,Wikibooks
おととし,一昨年,Noun,"HHHL, HHLL",,Wikibooks
おとな,大人,形動(俗)・名,LLH,,近畿日本語アクセント辞典
おとなり,御隣,名,LLHL,,近畿日本語アクセント辞典
おとめ,乙女,名,LHL,,近畿日本語アクセント辞典
おとわのたき,音羽の滝,地名,HHHHHH,,近畿日本語アクセント辞典
おとん,御父,名(俗),LHL,,近畿日本語アクセント辞典
おどる,踊る,"Verb, 1-verb, Intransitive verb",HHH,,Wikibooks
おどろく,驚く,"Irregular verb, Intransitive verb",HHHH,,Wikibooks
おなか,御腹,名,LLH,,近畿日本語アクセント辞典
おなじ,同じ,連体,LLH,,近畿日本語アクセント辞典
おなわ,御縄,名,LLH,,近畿日本語アクセント辞典
おに,鬼,名,HL,,近畿日本語アクセント辞典
おにいさん,お兄さん,Noun,LHLLL,,Wikibooks
おねえさん,お姉さん,Noun,LHLLL,,Wikibooks
おねがい,御願ひ,名,LLLH,,近畿日本語アクセント辞典
おの,斧,名,HH,,近畿日本語アクセント辞典
おのれ,己,代,LLH/HHH,HHHは強調形,近畿日本語アクセント辞典
おはし,御箸,名,LLH,現在は山型化したLHLが主流。,近畿日本語アクセント辞典
おはやし,御囃子,名,LLLH,,近畿日本語アクセント辞典
おはよう,御早う,挨拶,LLHL,,近畿日本語アクセント辞典
おはようおかえり,御早う御帰り,挨拶,LLHLLLLH,,近畿日本語アクセント辞典
おはらい,御祓ひ,名,LLLH,,近畿日本語アクセント辞典
おば,伯母・叔母,名,HH,,近畿日本語アクセント辞典
おばさん,伯母さん,Noun,HHHH,,Wikibooks
おび,帯,名,LH,,近畿日本語アクセント辞典
おふだ,御札,名,LLH,,近畿日本語アクセント辞典
おふろ,お風呂,Noun,LHL,,Wikibooks
おべんとう,お弁当,Noun,LLLHL,,Wikibooks
おぼえる,覚える,下一段,HHHH,,近畿日本語アクセント辞典
おぼれる,溺れる,下一段,HHHH,,近畿日本語アクセント辞典
おまえ,御前,代,LLH,,近畿日本語アクセント辞典
おまちどおさま,御待ち遠様,挨拶,LLLLLLH,,近畿日本語アクセント辞典
おまっとさん,,挨拶(俗),LLLLLH,,近畿日本語アクセント辞典
おまつり,御祭,名,LLLH,,近畿日本語アクセント辞典
おまはん,,代(俗),LLLH,Hから始まる単語の前以外ではLLHHも許容。つまり、「おまはんが」をLLHHHとはならぬ,近畿日本語アクセント辞典
おまわりさん,御巡りさん,名,LHLLLL,,近畿日本語アクセント辞典
おみうけ,御見受け,名スル,LLLH,,近畿日本語アクセント辞典
おみせ,御店,名,LLH,,近畿日本語アクセント辞典
おみやまいり,御宮参り,名,LLLHLL,,近畿日本語アクセント辞典
おめでとう,,挨拶,LLLHL,,近畿日本語アクセント辞典
おも,面,名,HL,,近畿日本語アクセント辞典
おもい,重い,形,HLL,,近畿日本語アクセント辞典
おもう,思ふ,五段,HHH,,近畿日本語アクセント辞典
おもおもしい,重々しい,形,HHHHLL,,近畿日本語アクセント辞典
おもしろい,面白い,形,HHHLL,,近畿日本語アクセント辞典
おもち,御餅,名,LLH,,近畿日本語アクセント辞典
おもて,思て,五段(テ)(縮),HLL,,近畿日本語アクセント辞典
おもろい,,形,HHLL,,近畿日本語アクセント辞典
おもわく,思はく,名,HHHH,,近畿日本語アクセント辞典
おもんない,,形(俗),HHHLL,,近畿日本語アクセント辞典
おや,親,名,HL,,近畿日本語アクセント辞典
おゆ,御湯,名,LH,,近畿日本語アクセント辞典
およぐ,泳ぐ,五段,HHH,,近畿日本語アクセント辞典
おり,檻,名,HL,,近畿日本語アクセント辞典
おりる,降りる,上一段,LLH,,近畿日本語アクセント辞典
おる,居る,五段,HL,,近畿日本語アクセント辞典
おれ,俺,代,HH,,近畿日本語アクセント辞典
おれさま,俺様,代,LLLH,,近畿日本語アクセント辞典
おろか,愚か,形動ヤ,HLL,,近畿日本語アクセント辞典
おろす,下ろす,五段,HHH,,近畿日本語アクセント辞典
おわかり,お分かり,名,LLLH,,近畿日本語アクセント辞典
おわった,終わった,五段PP,HLLL,,近畿日本語アクセント辞典
おわり,終はり,動名詞,HHH,,近畿日本語アクセント辞典
おわる,終はる,五段,HHH,,近畿日本語アクセント辞典
おんがく,音楽（教科名）,Noun,LHLL,,Wikibooks
おんどれ,己,代(俗),LLLH/HHHH,HHHHは強調形。「ん」を「ど」の前鼻音として三モーラで発音されることもある,近畿日本語アクセント辞典
おんな,女,名,HLL,古くはHHL。,近畿日本語アクセント辞典
おんなじ,,名,LLLH,,近畿日本語アクセント辞典
おんなのこ,女の子,"Noun, Expression",HHHLL,,Wikibooks
おウドン,御饂飩,名,LLHL,,近畿日本語アクセント辞典
おキョウ,御経,名,LLH,,近畿日本語アクセント辞典
おシャカ,御釈迦,名,LLH,,近畿日本語アクセント辞典
